Nombre,Precio USD,Dirección,M2 Totales,Ambientes,Baños,Tipo,Precio por m2,Rango de precio,Rango de superficie,Densidad ambientes
Se vende departamento de 1 dormitorio - a estrenar,60000,Pedro Ferré 2900,37.0,2.0,1.0,Departamento,1621.6216216216217,Bajo,Chico,0.05405405405405406
OPORTUNIDAD EN TEMBE I PORÁ,35000,Calle 16 0,115.0,3.0,2.0,Otro,304.3478260869565,Muy bajo,Grande,0.02608695652173913
CASA CON PILETA A LA VENTA CON GRAN TERRENO,70000,Calle los Alisos 5700,1076.0,3.0,1.0,Casa,65.05576208178438,Bajo,Muy grande,0.0027881040892193307
BORGEM 3,87500,Avellaneda 3200,46.5,2.0,1.0,Otro,1881.720430107527,Medio,Chico,0.043010752688172046
BORGEM 1,90000,Sarmiento 3900,45.93,2.0,1.0,Otro,1959.5035924232527,Medio,Chico,0.043544524276072284
BORGEM 2,139800,Güemes 3800,79.6,3.0,2.0,Otro,1756.281407035176,Alto,Mediano,0.03768844221105528
Departamento a la venta en Iturraspe y P. Vittori,44500,Iturraspe 2400,40.0,1.0,1.0,Departamento,1112.5,Muy bajo,Chico,0.025
Interno venta Santo Tomé 2 dorm.,23000,Córdoba 1400,202.0,2.0,1.0,Otro,113.86138613861387,Muy bajo,Grande,0.009900990099009901
Venta casa en Barrio Ciudadela,45000,Pasaje Marsengo 5500,99.18,4.0,1.0,Casa,453.7205081669691,Muy bajo,Mediano,0.04033071183706392
VENTA CASA EN LAS PALTAS DE FIN DE SEMANA,59000,Calle los Urunday 5900,52.0,3.0,1.0,Casa,1134.6153846153845,Bajo,Chico,0.057692307692307696
"Casa en Venta, Zona Norte. Aristóbulo 10.200",45000,Pedro Espinosa 100,70.0,3.0,1.0,Casa,642.8571428571429,Muy bajo,Mediano,0.04285714285714286
Piso de 3 dormitorios + cochera en B° Candioti,220000,Balcarce 900,105.0,5.0,2.0,Cochera,2095.2380952380954,Alto,Mediano,0.047619047619047616
Duplex de 2 dormitorios en Venta,27000,Padre Genesio 1900,45.0,3.0,1.0,Otro,600.0,Muy bajo,Chico,0.06666666666666667
DÚPLEX DE 2 DORMITORIOS AL FRENTE EN VENTA,30000,Padre Genesio 1900,45.0,3.0,1.0,Otro,666.6666666666666,Muy bajo,Chico,0.06666666666666667
SE VENDE CASA QUINTA SOBRE EL RIO,90000,Remedios de Escalada de San Martín 800,180.65,6.0,3.0,Casa,498.20094104622194,Medio,Grande,0.03321339606974813
SE VENDE CASA 2 DORMITORIOS EN SANTO TOME,60000,Arenales 2400,276.0,4.0,1.0,Casa,217.3913043478261,Bajo,Muy grande,0.014492753623188406
SE VENDE LOCAL COMERCIAL EN SANTO TOME,70000,Arenales 2400,238.68,,1.0,Local,293.27970504441095,Bajo,Muy grande,
"Venta, casa en Zona Av. Peñaloza 6400",54000,Angel Cassanello 4000,147.0,4.0,1.0,Casa,367.3469387755102,Bajo,Grande,0.027210884353741496
"Casa en PH de 3 dormitorios, Cochera y Terraza",75000,Pasaje Ramon Lassaga 4500,145.0,5.0,1.0,Casa,517.2413793103449,Bajo,Grande,0.034482758620689655
VENTA MONOAMBIENTE EN  B° CONSTITUYENTES,54000,Gobernador Crespo 3200,36.87,1.0,1.0,Otro,1464.605370219691,Bajo,Chico,0.027122321670735017
Casa de dos dormitorios cochera y patio,52000,Ángel Cassanello 3500,106.0,4.0,1.0,Casa,490.5660377358491,Bajo,Mediano,0.03773584905660377
VENTA PLAN PILAY 2 DORMITORIOS SIN ADJUDICAR,36000,Dentro de los Boulevares 0,73.0,3.0,1.0,Otro,493.1506849315069,Muy bajo,Mediano,0.0410958904109589
VENTA LOCAL COMERCIAL,310000,Mendoza 2800,363.0,,2.0,Local,853.9944903581268,Alto,Muy grande,
Venta Cochera en Portales VI,20000,Hipólito Irigoyen 2700,12.42,,,Cochera,1610.3059581320451,Muy bajo,Chico,
Venta 2 dptos 1 dorm,45000,9 de Julio 6800,55.0,2.0,1.0,Otro,818.1818181818181,Muy bajo,Chico,0.03636363636363636
CASA 2 DORMITORIOS y COCHERA BARRIO ROMA,58000,Juan de Garay 4000,88.5,4.0,1.0,Casa,655.367231638418,Bajo,Mediano,0.04519774011299435
Casa 3 Dormitorios Padre Genesio 2700,65000,Padre Genesio 2700,228.0,4.0,1.0,Casa,285.0877192982456,Bajo,Muy grande,0.017543859649122806
SOFIA II  VENTA SEMIPISO 140 m2,250800,Rivadavia 2500,119.0,3.0,2.0,Otro,2107.563025210084,Alto,Grande,0.025210084033613446
Departamento de dos dormitorios en barrio Recoleta,110000,Junín 2600,75.0,3.0,1.0,Departamento,1466.6666666666667,Medio,Mediano,0.04
Venta de cochera en microcentro,10500,San Jerónimo 2600,12.0,,,Cochera,875.0,Muy bajo,Chico,
VENTA PLAN PILAY –  2 DORMITORIOS SIN ADJUDICAR,22000,Entre Bvs 1000,57.0,3.0,1.0,Otro,385.96491228070175,Muy bajo,Chico,0.05263157894736842
VENTA DEPARTAMENTO 1 DORMITORIO ZONA SUR,92000,Monseñor Zazpe 2400,55.2,2.0,1.0,Departamento,1666.6666666666665,Medio,Chico,0.036231884057971016
Se vende casa de dos dormitorios patio y cochera!,30000,Florencio Fernández 6100,367.0,4.0,1.0,Casa,81.74386920980926,Muy bajo,Muy grande,0.010899182561307902
Venta - Dpto 1 dorm B° Centro - PRECIO INCREÍBLE,44500,San Martín 1800,34.25,2.0,1.0,Departamento,1299.2700729927008,Muy bajo,Chico,0.058394160583941604
VENTA DEPARTAMENTO AMOBLADO EN PUERTO AMARRAS,124000,1° de Enero 0,53.0,3.0,1.0,Departamento,2339.622641509434,Medio,Chico,0.05660377358490566
"Casa amplia con local comercial,  Dpto interno 2 d",45000,Juan Díaz de Solís 4600,485.0,5.0,3.0,Departamento,92.78350515463917,Muy bajo,Muy grande,0.010309278350515464
Casa 2 dormitorios en Santo Tomé.,39000,La Rioja 3300,244.0,4.0,1.0,Casa,159.8360655737705,Muy bajo,Muy grande,0.01639344262295082
Dpto de categoría en pozo en barrio Candioti Norte,69500,Mitre 4100,61.0,3.0,1.0,Departamento,1139.344262295082,Bajo,Chico,0.04918032786885246
VENTA DEPARTAMENTO 1 DORMITORIO ZONA UNL ABOGACÍA,55000,1º de Mayo 3900,35.0,2.0,1.0,Departamento,1571.4285714285713,Bajo,Chico,0.05714285714285714
Venta Amplia casa en zona norte,34000,Misiones 5800,269.0,4.0,1.0,Casa,126.39405204460967,Muy bajo,Muy grande,0.01486988847583643
VENTA LOTE 1 HECTAREA CON EXCEPC. PARQUE Y QUINTA,134500,Calle Corondaes 5600,9491.0,3.0,1.0,Quinta,14.171320198082395,Alto,Muy grande,0.00031608892635128015
SE VENDE DEPARTAMENTO BARRIO CANDIOTI 2 DORMITORIO,175000,Necochea 2800,97.94,4.0,2.0,Departamento,1786.8082499489483,Alto,Mediano,0.04084133142740454
DEPARTAMENTO PILAY ADJUDICADO A ESTRENAR,14300,Eva Perón 2200,53.0,2.0,1.0,Departamento,269.811320754717,Muy bajo,Chico,0.03773584905660377
Venta departamento de un dormitorio en el centro,95000,Irigoyen Freyre 2700,53.0,2.0,1.0,Departamento,1792.4528301886792,Medio,Chico,0.03773584905660377
CASA + TALLER EN VENTA EN BARRIO CENTENARIO,42000,Vera Mujica 400,135.0,5.0,1.0,Casa,311.1111111111111,Muy bajo,Grande,0.037037037037037035
TERRENO IDEAL DESARROLLADORAS¡¡¡,620000,San Jerónimo 2900,546.0,6.0,6.0,Terreno,1135.5311355311355,Alto,Muy grande,0.01098901098901099
SE VENDE CASA INTERNA MUY GRANDE EN BARRIO ROMA,89000,Roque Saenz Peña 2800,200.0,6.0,2.0,Casa,445.0,Medio,Grande,0.03
SE VENDE COCHERA A ESTRENAR!,10000,Eva Perón 2300,6.0,,,Cochera,1666.6666666666667,Muy bajo,Chico,
Casa-TACUARÍ 7478 a 20m de Javier de la Rosa-,115000,Tacuarí 7400,94.0,5.0,2.0,Casa,1223.404255319149,Medio,Mediano,0.05319148936170213
Venta/ permuta casa 3 dormitorios y patio verde,89000,Avenida 7 de Marzo 2300,179.0,5.0,1.0,Casa,497.2067039106145,Medio,Grande,0.027932960893854747
VENTA DEPARTAMENTO 1 DORM - 2do PISO. contrafrente,52500,1º de Mayo 3900,40.0,2.0,1.0,Departamento,1312.5,Bajo,Chico,0.05
SE VENDE EXCELENTE Y GRAN CASA EN SANTO TOMÉ,95000,Zavalla 2300,250.0,6.0,2.0,Casa,380.0,Medio,Muy grande,0.024
SE VENDE CASA con COCHERA,55000,Alberti 2700,180.0,5.0,1.0,Casa,305.55555555555554,Bajo,Grande,0.027777777777777776
CASA 2 DORMITORIOS EN ZONA NORTE,29000,Calle Río Negro 6800,141.0,5.0,1.0,Casa,205.67375886524823,Muy bajo,Grande,0.03546099290780142
VENTA CASA DE 4 DORMITORIOS Y COCHERA DOBLE,167000,San Lorenzo 2000,238.0,6.0,2.0,Casa,701.6806722689075,Alto,Muy grande,0.025210084033613446
Se vende casa de cuatro dormitorios en Santo Tome.,97000,Avenida Ejercito Argentino 2700,214.0,5.0,2.0,Casa,453.2710280373832,Medio,Muy grande,0.02336448598130841
Vendo propiedad de 2 plantas con patio.,45000,Zavalla 1900,231.0,3.0,2.0,Otro,194.80519480519482,Muy bajo,Muy grande,0.012987012987012988
"DEPTO 3 DORM,HIPOLITO IRIGOYEN3867",17500,Hipolito Irigoyen 3800,50.0,2.0,1.0,Departamento,350.0,Muy bajo,Chico,0.04
CASA de 3 Dorm. + escritorio en Bº Constituyentes.,190000,Obispo Gelabert 3300,229.0,7.0,3.0,Casa,829.6943231441048,Alto,Muy grande,0.03056768558951965
RINCÓN DE MOLINARI,90000,Calle Camino Real Santa Rosa 0,315.0,6.0,2.0,Otro,285.7142857142857,Medio,Muy grande,0.01904761904761905
VENTA DE COMPLEJO - IDEAL PARA EMPRENDIMIENTO,69000,Caferatta 9700,550.0,9.0,4.0,Otro,125.45454545454545,Bajo,Muy grande,0.016363636363636365
DEPARTAMENTO DUPLEX DE 2 DORMITORIOS A ESTRENAR,175000,Regimiento 12 de Infantería 0,148.5,3.0,1.0,Departamento,1178.4511784511785,Alto,Grande,0.020202020202020204
"SE VENDE PROYECTO DE LOTEO EN RUTA 1 KM 6,5",59000,"San Jose del Rincon Km 6,5 200",100.0,3.0,1.0,Otro,590.0,Bajo,Mediano,0.03
VENTA EDIFICIO EN CONSTRUCCIÓN - GUADALUPE OESTE,195000,Javier de la Rosa 2100,669.0,,,Otro,291.47982062780267,Alto,Muy grande,
SE VENDE CASA ZONA NORTE - CHICLANA 8656,24000,Chiclana 8600,296.0,3.0,1.0,Casa,81.08108108108108,Muy bajo,Muy grande,0.010135135135135136
VENTA /PERMUTA  CASA  PLANTA ALTA  CASTELLI  1300,55000,Castelli 1300,55.34,3.0,1.0,Casa,993.8561619082037,Bajo,Chico,0.054210336104083844
Venta de casa en Santo Tome con patio verde,90000,Aristóbulo del Valle 2400,163.0,6.0,1.0,Casa,552.1472392638037,Medio,Grande,0.03680981595092025
VENTA CASA  B°  CONQUISTADORES SAUCE VIEJO,50000,Calle 16 3200,98.0,3.0,1.0,Casa,510.2040816326531,Bajo,Mediano,0.030612244897959183
VENDO - CASA ANTIGUA IMPERDIBLE – 22 HABITACIONES,100000,Avenida General López 3700,455.0,23.0,3.0,Casa,219.78021978021977,Medio,Muy grande,0.05054945054945055
Salon en zona av. A.del Valle/ Galicia,150000,Rivadavia 6700,148.14,,2.0,Salón,1012.5556905629811,Alto,Grande,
VENTA CASA 2 DORM + DPTO 1 DORM,140000,9 de Julio 4600,163.0,3.0,2.0,Departamento,858.8957055214723,Alto,Grande,0.018404907975460124
Casa en venta a terminar en Aires del Llano,175000,Aires del Llano 0,122.43,5.0,1.0,Casa,1429.388221841052,Alto,Grande,0.04083966348117291
VENTA. Casa con patio y pileta en Fomento,128000,Pasaje San de León 4900,146.0,5.0,1.0,Casa,876.7123287671233,Medio,Grande,0.03424657534246575
Casa 2 dormitorios cochera patio Recreo Sur,40000,Heroes de Malvinas 3800,263.0,5.0,1.0,Casa,152.0912547528517,Muy bajo,Muy grande,0.019011406844106463
VENTA PLAN PILAY AVANZADO 2 DORM S/ADJUDICAR,47000,Bv 0,88.0,3.0,1.0,Otro,534.0909090909091,Muy bajo,Mediano,0.03409090909090909
PH EXCELENTE ZONA APTO CREDITO,48000,Rivadavia 2500,107.0,4.0,1.0,Otro,448.5981308411215,Muy bajo,Mediano,0.037383177570093455
VENTA CASA QUINTA - ARROYO LEYES - CON PILETA,62000,132 0,133.86,5.0,1.0,Casa,463.1704766173614,Bajo,Grande,0.03735245779172269
CASA DE CATEGORÍA - SAUCE VIEJO,199000,Fresnos y Magnolias 0,251.0,7.0,3.0,Casa,792.8286852589641,Alto,Muy grande,0.027888446215139442
VENTA DE CASA MODERNA EN SANTO TOME,160000,Moreno 2900,200.0,4.0,2.0,Casa,800.0,Alto,Grande,0.02
VENTA DTO 1 DORMITORIO EN GARDEN INN,132000,Calle 1º de Enero 2400,55.0,2.0,1.0,Departamento,2400.0,Alto,Chico,0.03636363636363636
Oportunidad! Cochera a la Venta en METROPARKING,6500,Rivadavia 3100,12.5,,,Cochera,520.0,Muy bajo,Chico,
VENTA Local comercial en PB. Barrio Recoleta,280000,Rivadavia 3300,403.0,,,Local,694.789081885856,Alto,Muy grande,
VENTA DPTO. 1 DORM. CÉNTRICO C/COCHERA A ESTRENAR,130000,La Rioja 2400,51.0,2.0,1.0,Departamento,2549.0196078431372,Alto,Chico,0.0392156862745098
VENTA. Dpto un dormitorio en Amarras torre II,126000,Calle 1º de Enero 0,61.0,3.0,1.0,Departamento,2065.5737704918033,Medio,Chico,0.04918032786885246
Casa en ochava con amplio terreno y gran potencia,24000,Calle G Carrasco 9700,128.6,4.0,1.0,Casa,186.6251944012442,Muy bajo,Grande,0.03110419906687403
Depto en venta de 1 dormitorio con gran balcón,85000,Saavedra 1800,56.0,2.0,1.0,Departamento,1517.857142857143,Medio,Chico,0.03571428571428571
Propiedad a la VENTA dos plantas Urquiza al 7300,59900,Urquiza 7300,322.0,7.0,2.0,Otro,186.0248447204969,Bajo,Muy grande,0.021739130434782608
Oportunidad Quinta Sauce viejo,47000,1 de Mayo 3900,214.0,4.0,1.0,Quinta,219.62616822429908,Muy bajo,Muy grande,0.018691588785046728
Interno - PH. Zona UNL Rectorado.  1 cuadra de Bv.,70000,Candido Pujato 2900,77.0,4.0,1.0,Otro,909.0909090909091,Bajo,Mediano,0.05194805194805195
Casa de 2 dormitorios y cochera,48000,Pasaje Publico 7200,216.0,4.0,1.0,Casa,222.22222222222223,Muy bajo,Muy grande,0.018518518518518517
CASA 2 DORMITORIOS EN FARO DEL LEYES,70000,Los Domadores 0,188.0,3.0,2.0,Casa,372.3404255319149,Bajo,Grande,0.015957446808510637
Se vende casa con gran espacio verde,130000,Sub. Urb. Lote Ii 0,70.0,2.0,1.0,Casa,1857.142857142857,Alto,Mediano,0.02857142857142857
CASA CON GRAN TERRENO EN EL NORTE DE LA CIUDAD,35000,Servando Bayo 8500,161.0,3.0,1.0,Casa,217.3913043478261,Muy bajo,Grande,0.018633540372670808
VENTA DEPARTAMENTO 2 DORMITORIOS FONAVI CENTENARIO,15000,10 de Junio 400,57.0,2.0,1.0,Departamento,263.1578947368421,Muy bajo,Chico,0.03508771929824561
Venta Casa Muy buen terreno zona Sur,89000,Francia 1100,142.0,5.0,1.0,Casa,626.7605633802817,Medio,Grande,0.035211267605633804
Venta Casa buen terreno en barrio Sur,84000,Francia 1100,96.0,3.0,1.0,Casa,875.0,Medio,Mediano,0.03125
VENTA DPTO ZONA TRIBUNALES DE 3 DORM CON COCHERA,95000,1° de Mayo 1600,87.43,4.0,1.0,Departamento,1086.5835525563307,Medio,Mediano,0.04575088642342445
QUINTA EN BARRIO JORGE NEWBERY,50000,Calle Irupe 4200,129.0,3.0,1.0,Quinta,387.5968992248062,Bajo,Grande,0.023255813953488372
CASA CON GRAN TERRENO Y DEPOSITO A REFACCIONAR,27000,Roverano 3200,396.0,4.0,2.0,Casa,68.18181818181819,Muy bajo,Muy grande,0.010101010101010102
Casa a terminar y estrenar en Portal del Leyes,60000,Calle Palo Borracho 3200,1140.0,4.0,1.0,Casa,52.63157894736842,Bajo,Muy grande,0.0035087719298245615
CASA EN VENTA DE 3 DORMITORIOS - ZONA NORTE,45000,Florencio Fernández 5500,200.0,7.0,2.0,Casa,225.0,Muy bajo,Grande,0.035
Se vende propiedad apta crédito,55000,4 de Enero 2100,200.0,3.0,1.0,Otro,275.0,Bajo,Grande,0.015
SE VENDE CASA EN SANTO TOME CON GRAN TERRENO,80000,Entre Ríos 3000,113.8,4.0,1.0,Casa,702.98769771529,Medio,Grande,0.0351493848857645
VENTA DE CASA EN SAN JOSE DEL RINCÓN,45000,Constituyentes 2300,169.0,3.0,1.0,Casa,266.2721893491124,Muy bajo,Grande,0.01775147928994083
Venta dpto. interno 2 dorm. a mts de Fdo. Zuviria,43000,Gorostiaga 3000,68.0,3.0,1.0,Departamento,632.3529411764706,Muy bajo,Mediano,0.04411764705882353
"Venta dpto San Jeronimo 1900 al frente, 2 dormitor",100000,San Jerónimo 1900,59.0,3.0,1.0,Departamento,1694.915254237288,Medio,Chico,0.05084745762711865
Casa - 3 dorm y 2 cocheras - GUADALUPE RESIDENCIAL,97000,Riobamba 7100,141.0,5.0,2.0,Casa,687.9432624113475,Medio,Grande,0.03546099290780142
"Venta- Casa 3d, cochera doble y patio -B° Favaloro",39500,Calle Malaver 3900,87.0,4.0,1.0,Casa,454.02298850574715,Muy bajo,Mediano,0.04597701149425287
COCHERA EN VENTA A MTS DE AVENIDA FACUNDO ZUVIRÍA,9000,Lavaisse 3100,14.0,,,Cochera,642.8571428571429,Muy bajo,Chico,
AMPLIO LOCAL COMERCIAL,900000,San Jerónimo 2800,860.0,,,Local,1046.5116279069769,Alto,Muy grande,
DPTO 1 DORM EN VENTA PASEO DE MOLINO A MTS. DE BV.,83000,República de Siria 3600,52.0,2.0,1.0,Departamento,1596.1538461538462,Medio,Chico,0.038461538461538464
CASA CON PATIO GUADALUPE OESTE,69000,Sarmiento 7400,137.0,4.0,1.0,Casa,503.64963503649636,Bajo,Grande,0.029197080291970802
VENTA CASA 3 DORMITORIOS,89000,Cochabamba 4300,288.0,6.0,2.0,Casa,309.02777777777777,Medio,Muy grande,0.020833333333333332
VENTA CASA DOS DORMITORIOS LAGUNA PAIVA,68000,Ruta Nacional 80 y Jr Gudiño Laguna Paiva 1600,60.0,3.0,1.0,Casa,1133.3333333333333,Bajo,Chico,0.05
SE VENDE CASA 3 DORM C/COCHERA Y PATIO EN STA FE,30000,Domingo Silva 4000,115.0,4.0,1.0,Casa,260.8695652173913,Muy bajo,Grande,0.034782608695652174
Departamento 1 dormitorio Amarras Center torre 4,125000,Calle 1º de Enero 0,58.28,2.0,1.0,Departamento,2144.818119423473,Medio,Chico,0.03431708991077557
HERMOSA CASA EN Z/GRANJA LA ESMERALDA,75000,Pasaje 38.5 8800,200.0,4.0,1.0,Casa,375.0,Bajo,Grande,0.02
Cinco cocheras en venta en Palacio Pellegrini¡¡¡¡,110000,Boulevard Pellegrini 2400,60.0,,,Otro,1833.3333333333333,Medio,Chico,
Solida propiedad entre Boulevares,140000,Mendoza 3100,190.0,4.0,1.0,Otro,736.8421052631579,Alto,Grande,0.021052631578947368
Departamento 3 dormitorios y cochera en B Candioti,65000,Pedro Ferré 1400,132.0,4.0,1.0,Departamento,492.42424242424244,Bajo,Grande,0.030303030303030304
VENTA LOCAL+ DEPÓSITO+ DPTO PA s/ Av Fdo Zuviria,149000,Avenida Facundo Zuviría 4400,278.0,6.0,3.0,Departamento,535.9712230215828,Alto,Muy grande,0.02158273381294964
QUINTA EN LOTEO DON CARMELO¡¡,72000,Bv los Pinos 1200,223.0,2.0,1.0,Quinta,322.86995515695065,Bajo,Muy grande,0.008968609865470852
SE VENDE CASA EN B° CANDIOTI J. DEL CAMPILLO 2100,198000,Juan del Campillo 2100,178.0,4.0,2.0,Casa,1112.3595505617977,Alto,Grande,0.02247191011235955
Venta Dpto. 3 dorm. Parque Garay c/gas,35000,Juan Díaz de Solís 3000,96.0,5.0,1.0,Departamento,364.5833333333333,Muy bajo,Mediano,0.052083333333333336
VENTA SEMIPISO DE 2 DORMI y COCHERA CONSTITUYENTES,240000,Suipacha 3000,107.0,3.0,2.0,Cochera,2242.9906542056074,Alto,Mediano,0.028037383177570093
CASA A LA VENTA DE 3 DORM. PATIO Y PILETA,260000,Mitre 4000,212.0,4.0,3.0,Casa,1226.4150943396226,Alto,Muy grande,0.018867924528301886
Venta casa IMPECABLE!!! apta a crédito V. Californ,255000,Lorenzo Tella 2400,363.0,6.0,3.0,Casa,702.4793388429752,Alto,Muy grande,0.01652892561983471
SE VENDEN 2 DPTOS INTERNOS A REFACCIONAR,50000,O. Boneo 2600,91.0,4.0,2.0,Otro,549.4505494505495,Bajo,Mediano,0.04395604395604396
VENTA LOFT PISO 16 C CON BALCÓN,68000,Monseñor Zazpe 2400,36.0,1.0,1.0,Otro,1888.888888888889,Bajo,Chico,0.027777777777777776
GRAN GALPON SOBRE RUTA 11,570000,Ruta 11 0,800.0,,1.0,Galpón,712.5,Alto,Muy grande,
CASA EN VENTA CON GRAN TERRENO - AMENABAR 3766,120000,Amenábar 3700,343.0,6.0,2.0,Casa,349.8542274052478,Medio,Muy grande,0.01749271137026239
SE VENDE  CAMPO 2.470 HECTAREAS EN VILLA MINETTI,1250000,Gato Colorado S/N,2470.0,,,Campo,506.07287449392715,Alto,Muy grande,
VENTA DEPTO. DE 1 DORMI. Y PATIO EN PLANTA BAJA,65000,Pasaje Ingenieros 4900,45.78,2.0,1.0,Departamento,1419.833988641328,Bajo,Chico,0.043687199650502405
Dpto. de 2 dorm y 2 baños en Barrio Constituyentes,140000,Salvador Caputto 3100,80.0,3.0,2.0,Departamento,1750.0,Alto,Mediano,0.0375
VENTA PLAN PILAY DE 1 DORMITORIO CON POSESIÓN,39000,1º de Mayo 1000,51.0,2.0,1.0,Otro,764.7058823529412,Muy bajo,Chico,0.0392156862745098
GALPON CON OFICINA,155000,Bolivia 3600,170.0,,1.0,Galpón,911.7647058823529,Alto,Grande,
GALPON DEPOSITO Y DEPARTAMENTOS,280000,Avenida Blas Parera 6500,437.0,,7.0,Galpón,640.7322654462242,Alto,Muy grande,
Casa con gran terreno en Avenida Lujan,140000,Avenida Lujan 2300,102.0,4.0,1.0,Casa,1372.549019607843,Alto,Mediano,0.0392156862745098
SE VENDE dúplex con patio a metros de Aristóbulo,70000,Pedro Diaz Colodrero 2400,96.0,4.0,2.0,Otro,729.1666666666666,Bajo,Mediano,0.041666666666666664
VENTA DPTO 1 DORMITORIO GARDEN INN 3 P. 8 AL RI0,115000,Calle 1º de Enero 2400,55.0,1.0,1.0,Departamento,2090.909090909091,Medio,Chico,0.01818181818181818
Venta Piso exclusivo frente a Plaza Constituyentes,455000,Urquiza 3200,317.0,12.0,3.0,Otro,1435.3312302839117,Alto,Muy grande,0.03785488958990536
Venta de Plan de Ahorro PILAY,40000,San Martín 1800,60.0,3.0,1.0,Otro,666.6666666666666,Muy bajo,Chico,0.05
CASA EN ZONA NORTE,26000,Pasaje Puerto Argentino 4300,225.0,4.0,1.0,Casa,115.55555555555556,Muy bajo,Muy grande,0.017777777777777778
OPORTUNIDAD VENTA PROPIEDAD IDEAL RENTA.,70000,Alberdi 2200,217.0,4.0,2.0,Otro,322.5806451612903,Bajo,Muy grande,0.018433179723502304
COCHERA EN VENTA EN PLENO CENTRO,9000,San Jeronimo 1800,12.5,,,Cochera,720.0,Muy bajo,Chico,
VENTA CASA AL FRENTE CON GRAN POTENCIAL A RENOVAR,90000,San Lorenzo 2400,173.0,4.0,1.0,Casa,520.2312138728323,Medio,Grande,0.023121387283236993
"Venta casa barrio Constituyentes, cochera y patio",135000,Obispo Gelabert 3400,238.0,8.0,2.0,Casa,567.2268907563025,Alto,Muy grande,0.03361344537815126
CASA 3 DORM Y COCHERA EN BARRIO CENTRO¡¡¡,145000,Moreno 2900,143.0,4.0,2.0,Casa,1013.986013986014,Alto,Grande,0.027972027972027972
"Alberdi y Sgto. Cabral -Casa, Depto y Galpón VENTA",240000,Alberdi 3000,294.0,4.0,2.0,Departamento,816.3265306122449,Alto,Muy grande,0.013605442176870748
¡Propiedad única en el corazón de B° Las Paltas!,135000,Calle Garabatos 6800,118.0,2.0,2.0,Otro,1144.0677966101696,Alto,Grande,0.01694915254237288
Oportunidad unica: Casa de 2 plantas en Guadalupe!,105000,Canónigo Severo Echagüe 8200,96.0,3.0,2.0,Casa,1093.75,Medio,Mediano,0.03125
"Casa en esquina, de 4 dormitorios y garaje.",145000,Mendoza 3400,170.0,6.0,1.0,Casa,852.9411764705883,Alto,Grande,0.03529411764705882
"Venta Depto Interno NO PH. Centro sur, 2 dorm",73000,Monseñor Zazpe 2900,100.0,3.0,1.0,Departamento,730.0,Bajo,Mediano,0.03
Venta dpto. 3 dormitorios en barrio roma.,40000,Juan Diaz de Solis 3000,100.0,4.0,1.0,Departamento,400.0,Muy bajo,Mediano,0.04
SE VENDE  CASA  3 DOR. EN SANTO TOME,57900,Lisandro de la Torre 1500,283.0,7.0,1.0,Casa,204.59363957597174,Bajo,Muy grande,0.024734982332155476
VENTA DE DEPARTAMENTO A ESTRENAR 2 DORMITORIOS,70000,Las Heras 4900,77.0,3.0,1.0,Departamento,909.0909090909091,Bajo,Mediano,0.03896103896103896
VENTA DE DEPTO. A ESTRENAR EN SARGENTO CABRAL,65000,Las Heras 4900,77.0,3.0,1.0,Departamento,844.1558441558442,Bajo,Mediano,0.03896103896103896
VENTA PISO GRAN VIA 2 dorm/coch/amenities en Bv.,210000,Boulevard Pellegrini 2700,110.0,3.0,2.0,Otro,1909.090909090909,Alto,Mediano,0.02727272727272727
Venta dpto. 3 dorm c/cochera -Paseo San Martin Sur,160000,San Martin 1700,92.0,5.0,1.0,Departamento,1739.1304347826087,Alto,Mediano,0.05434782608695652
Dpto con balcón con asador y cochera,92000,Sarmiento 2700,55.0,2.0,1.0,Departamento,1672.7272727272727,Medio,Chico,0.03636363636363636
VENTA DPTO DE 1 DORMI. Y BALCÓN AL CONTRA FRENTE,52810,Pasaje Ingenieros 4900,40.62,3.0,1.0,Departamento,1300.0984736582966,Bajo,Chico,0.07385524372230429
Galpon a la venta a 300 metros de Blas Parera 9200,40000,Calle Andresito 9200,100.0,,1.0,Galpón,400.0,Muy bajo,Mediano,
AMPLIO DPTO EN VENTA - 1 DORM / BARRIO MA. SELVA,73200,Llerena 2300,50.0,3.0,1.0,Departamento,1464.0,Bajo,Chico,0.06
CASA A MEJORAR EN GUADALUPE,117000,Obispo Boneo 500,170.0,4.0,2.0,Casa,688.2352941176471,Medio,Grande,0.023529411764705882
Casa quinta en venta sobre el rio,70000,Ruta Provincial 1 100,628.0,3.0,1.0,Casa,111.46496815286625,Bajo,Muy grande,0.004777070063694267
SE VENDE CASA EN JARDINES DE LA COSTA I,80000,Calle 10 Jardines de la Costa Arroyo Leyes 0,140.0,4.0,1.0,Casa,571.4285714285714,Medio,Grande,0.02857142857142857
PISO EXCLUSIVO EN VENTA CON DOS COCHERAS Y BAULERA,580000,Boulevard Gálvez 2200,175.0,4.0,2.0,Otro,3314.285714285714,Alto,Grande,0.022857142857142857
SE VENDE CASA DE 2 DORMITORIOS Y PATIO EN B. SUR,85000,3 de Febrero 3500,87.0,4.0,1.0,Casa,977.0114942528736,Medio,Mediano,0.04597701149425287
"Venta Casa 1 dorm c/cochera, local y  dpto 1 dorm",66000,Ayacucho 2900,217.56,4.0,2.0,Departamento,303.3645890788748,Bajo,Muy grande,0.018385732671446955
