Nombre,Precio USD,Dirección,M2 Totales,Ambientes,Baños
EN VENTA CAMPO DE 6 HAS APROX. CON CASA Y GALPON,Solicitar precio,Calle Desconocida  S/N,6.38,,
Lote en Sauce Viejo (800m2),27.000,Ee Uu y Rca Dominicana S/N,,,
Lote en Sauce Viejo (800m2),27.000,Ee Uu S/n S/N,,,
EN VENTA DEPARTAMENTO A ESTRENAR ENTRE BVS - 5TO A,85.000,Urquiza 3400,45,2,1
CASA EN ZONA NORTE,26.000,Pasaje Puerto Argentino 4300,225,4,1
OPORTUNIDAD VENTA PROPIEDAD IDEAL RENTA.,70.000,Alberdi 2200,217,4,2
COMPLEJO DE OFICINAS - EDIFICIO HERMES - PISO 8.,100.000,25 de Mayo 2700,112.48,,
VENTA CASA 3 DORMITORIOS  COCHERA  Y PATIO,55.000,San Juan 1500,112,3,2
CASA 4 DORM COCH PATIO VERDE Y PILETA  ENTRE BV,Solicitar precio,Junin 3100,199,7,3
COCHERA EN VENTA EN PLENO CENTRO,9.000,San Jeronimo 1800,12.5,,
CASA 2 DORMIT A 2 CUADRAS DE AV GALICIA EN VENTA,60.000,J.h. Vieytes 1900,106,4,1
VENTA CASA AL FRENTE CON GRAN POTENCIAL A RENOVAR,90.000,San Lorenzo 2400,173,4,1
CASA INTERNA TRES DORMITORIOS EN BARRIO ROMA,59.800,Catamarca 3700,234,4,2
"Venta casa barrio Constituyentes, cochera y patio",135.000,Obispo Gelabert 3400,238,8,2
CASA 3 DORM Y COCHERA EN BARRIO CENTRO¡¡¡,145.000,Moreno 2900,143,4,2
"Alberdi y Sgto. Cabral -Casa, Depto y Galpón VENTA",240.000,Alberdi 3000,294,4,2
¡Propiedad única en el corazón de B° Las Paltas!,135.000,Calle Garabatos 6800,118,2,2
"Lote de grandes dimensiones, vivienda y galpón.",Solicitar precio,Aguado 5900,1153,4,1
Oportunidad unica: Casa de 2 plantas en Guadalupe!,105.000,Canónigo Severo Echagüe 8200,96,3,2
"Casa en esquina, de 4 dormitorios y garaje.",145.000,Mendoza 3400,170,6,1
"Venta Depto Interno NO PH. Centro sur, 2 dorm",73.000,Monseñor Zazpe 2900,100,3,1
Venta dpto. 3 dormitorios en barrio roma.,40.000,Juan Diaz de Solis 3000,100,4,1
SE VENDE  CASA  3 DOR. EN SANTO TOME,57.900,Lisandro de la Torre 1500,283,7,1
VENTA DE DEPARTAMENTO A ESTRENAR 2 DORMITORIOS,70.000,Las Heras 4900,77,3,1
VENTA DE DEPTO. A ESTRENAR EN SARGENTO CABRAL,65.000,Las Heras 4900,77,3,1
VENTA PISO GRAN VIA 2 dorm/coch/amenities en Bv.,210.000,Boulevard Pellegrini 2700,110,3,2
Venta dpto. 3 dorm c/cochera -Paseo San Martin Sur,160.000,San Martin 1700,92,5,1
VENTA CASA/QUINTA SOBRE EL RIO SAUCE VIEJO,Solicitar precio,Rivadavia 0,462,12,3
Cochera en barrio Candioti,Solicitar precio,Sarmiento 2700,22.5,2,1
Moderno departamento con balcón con asador,Solicitar precio,Juan de Garay 2400,45,2,1
Depto de Categoría en B° Candioti - 2 dormitorios,Solicitar precio,Sarmiento 2700,98.54,5,2
VENTA Terreno-Loteo Brisas del Luján-Laprade 3100,19.700,Laprade 3100,,,
Dto al frente con excelente terraza,Solicitar precio,Juan de Garay 2400,46,2,1
"Cochera en subsuelo, en edificio en torre.",Solicitar precio,Juan de Garay 2400,12.5,,
Dto con balcón con asador en barrio Candioti,Solicitar precio,Sarmiento 2700,55,2,1
Dto con balcón con asador en barrio Candioti,Solicitar precio,Sarmiento 2700,55,2,1
Dto con balcón con asador en barrio Candioti,Solicitar precio,Sarmiento 2700,50,2,1
VENTA Terreno-Loteo Brisas del Luján-Maletti 3100,Solicitar precio,Laprade 3100,,,
Dto con balcón con asador en barrio Candioti,Solicitar precio,Sarmiento 2700,52,2,1
Dto al frente con excelente terraza,Solicitar precio,Juan de Garay 2400,46,2,1
VENTA Terreno-Loteo Brisas del Luján-Laprade 3100,Solicitar precio,Laprade 3100,,,
Moderno dpto con balcón con asador y cochera,Solicitar precio,Juan de Garay 2400,45,2,1
Dpto con balcón con asador y cochera,92.000,Sarmiento 2700,55,2,1
VENTA Terreno-Loteo Brisas del Luján-Maletti 3100,Solicitar precio,Laprade 3100,,,
Cochera en barrio Candioti,Solicitar precio,Sarmiento 2700,22.5,2,1
"Cochera en subsuelo, en edificio en torre.",Solicitar precio,Juan de Garay 2400,12.5,,
VENTA DPTO DE 1 DORMI. Y BALCÓN AL CONTRA FRENTE,52.810,Pasaje Ingenieros 4900,40.62,3,1
Galpon a la venta a 300 metros de Blas Parera 9200,40.000,Calle Andresito 9200,100,,1
AMPLIO DPTO EN VENTA - 1 DORM / BARRIO MA. SELVA,73.200,Llerena 2300,50,3,1
VENTA DEPTO A ESTRENAR EDIFICIO DUOMO,108.000,9 de Julio 2400,49.42,2,1
CASA A MEJORAR EN GUADALUPE,117.000,Obispo Boneo 500,170,4,2
VENTA DPTO EN SEMIPISO - 1 DORMITORIO-,Solicitar precio,La Rioja 3300,48,2,1
SE VENDE TERRENO  CON CASA EN CONSTRUCION,30.000,José Mármol 5000,,,
Casa quinta en venta sobre el rio,70.000,Ruta Provincial 1 100,628,3,1
VENTA TERRENOS urbano Lote C y lote D,Solicitar precio,Avenida Bartolomé Mitre 1900,,,
VENTA TERRENO urbano Lote D,Solicitar precio,Avenida Bartolomé Mitre 1900,,,
VENTA TERRENO urbano Lote C,Solicitar precio,Avenida Bartolomé Mitre 1900,,,
SE VENDE CASA EN JARDINES DE LA COSTA I,80.000,Calle 10 Jardines de la Costa Arroyo Leyes 0,140,4,1
PISO EXCLUSIVO EN VENTA CON DOS COCHERAS Y BAULERA,580.000,Boulevard Gálvez 2200,175,4,2
SE VENDE CASA DE 2 DORMITORIOS Y PATIO EN B. SUR,89.000,3 de Febrero 3500,87,4,1
"Venta Casa 1 dorm c/cochera, local y  dpto 1 dorm",66.000,Ayacucho 2900,217.56,4,2
SE VENDE CASA 3 DOR Y AMPLIO PATIO GUADALUPE OESTE,65.000,Regimiento 12 de Infantería 1500,200,6,1
Venta Casa 4 dormitorios-2 cocheras-patio-terraza,Solicitar precio,Marcial Candioti 7200,132,6,2
TERRENO A LA VENTA EN A. LEYES - CALLE 66,16.000,Calle 66 S/N,,,
Casa PH en Santo Tomé 2 dormitorios y patio verde,75.000,Solís 2400,118,4,1
VENTA PLAN PILAY PV 2 DORMITORIOS NO ADJUDICADO,30.000,Radio Constructivo Pilay 0,146,3,1
Departamento en Planta Baja y cochera en Santomás,69.000,Autopista Rosario - Santa Fe 0,50,2,1
"SE VENDE BOULEVARD CENTER 1 DORM, PISO 17, FRENTE",Solicitar precio,San Martín 3600,53,3,1
Venta casa en construcción - B° Guadalupe Oeste,35.000,Azcuénaga 2000,60,2,1
"CASA EN BARRIO SAN ROQUE, A METROS DE LA COSTANERA",75.000,José María Zuviría 1000,124,8,2
Departamento amoblado venta a mtrs de Boulevard,60.000,Domingo Silva 2300,35,2,1
SE VENDE CASA DE CATEGORIA EN SANTA FE / GUADALUPE,850.000,Italia 7800,471,10,4
DEPARTAMENTO A LA VENTA 2 DORMIT Y COCHERA,89.000,Antonia Godoy 5900,85.92,3,1
2 CASAS EN VENTA + GALPÓN  - A METROS DE PEÑALOZA,53.500,Pavón 4000,521,8,2
Venta Casa 2 dorm con amplio jardín en Santo Tomé,93.000,Frutos 1300,1225,4,1
VENTA PLAN DE AHORRO DPTO 2 DORM SIN ADJUDICAR,60.000,Juan de Garay 2500,73,3,1
Venta casa 3 dorm  + 2 locales en B° Roma,98.000,Pasaje Paraguay 2800,220,5,2
Departamento 2 dormitorios en SJ 96 - Plan Pilay,49.000,Eva Peron 2200,74,3,1
VENTA CASA 4 DORMITORIOS Y COCHERA ZONA COSTANERA,170.000,Tacuarí 5700,172,7,2
LOTE EN VENTA EN AIRES DEL LLANO,118.000,"Lote 1, Barrio 2 Manzana 1 S/N",,,
VENTA TERRENO COLASTINÉ NORTE A 150m Ruta 1,49.000,Calle Las Moras 200,,,
LOTE EN VENTA EN AIRES DEL LLANO,118.000,"Lote 2 , Barrio 2 Manzana 1 S/N",,,
CASA EN GUADALUPE. CERCA UCA SANTA FE,120.000,Talcahuano 7100,152,3,1
DPTO. 2 DORM 2 BAÑOS EN VENTA | ZONA FAC. CS. EC.,125.000,San Jeronimo 1700,78.4,3,2
CASA QUINTA EN VENTA EN SAUCE VIEJO DE DOS DORM,55.000,Calle Presidente Figueroa Alcorta 1300,,,
CASA A REFACCIONAR O DEMOLER,180.000,Avenida López y Planes 3800,425,4,2
DPTO DE 1 DORM A ESTRENAR EN BARRIO CONSTITUYENTES,89.000,Salvador Caputto 3100,60,2,1
CASA 3 HABITACIONES,140.000,Juan del Campillo 3700,215.93,4,1
SE VENDE TERRENO EN LOTEO BRISAS DEL LUJAN,25.000,1 de Mayo 4000,,,
TERRENO EN ARROYO LEYES - BARRIO LAS CASUARINAS,17.500,Calle los Cormoranes S/N,,,
DEPARTAMENTO EN VENTA A 70 METROS DE BOULEVARD,70.000,Laprida 3500,52,2,1
COCHERA EN EDIFICIO CAM 95 EN PLANTA BAJA,12.500,Rivadavia 2700,12,,
Casa Amplia y de Categoría en Venta en Guadalupe,420.000,Alberti 400,501,8,4
VENTA 2 DORMITORIOS - OPORTUNIDAD,65.000,Alberdi 6700,53.77,4,1
VENTA CASA EN CLUB DE CAMPO EL PASO,500.000,Club de Campo el Paso Lotes 316 y 317 300,345,7,4
Casa Quinta con gran Terreno en Arroyo Leyes,150.000,Calle 12 S/n. Arroyo Leyes 0,187,5,2
CASA/TERRENO EN VTA. EXC. UBICAC. ZONA SANATORIOS,360.000,25 de Mayo 3200,,,
"Casa en Venta 3 dorm Cochera doble, Patio y Pileta",132.000,Ricardo Aldao 3000,250,5,2
Venta casa a mts Blas Pareras con terreno de 400m2,49.000,Calle Europa 6900,265,4,1
SE VENDE CASA 3 DORM Y PATIO SECO RIOBAMBA 7500,130.000,Riobamba 7500,154,5,1
Planta Alta de 3 dormitorios y patio. OPORTUNIDAD!,100.000,Alvear 4400,141,5,2
LOTE EN COLASTINE EN VENTA - las paltas,Solicitar precio,Los Nandubay y Camelias S/N,,,
"LOTE EN DON CARMELO , ARROYO LEYES",125.000,"Calle 30, Quebracho Colorado S/N",,,
Venta Departamento Céntrico 1 dormitorio,Solicitar precio,Irigoyen Freyre 2600,42.23,2,1
VENTA CASA CON DEPTO A UNA CUADRA DE AV. FREYRE,59.000,Santiago del Estero 3600,110.6,6,1
VENTA DPTO 1 DORM-A ESTRENAR-EDIF DUOMO-PARQUESUR,110.000,9 de Julio 2400,49.42,2,1
Casa interna en B° Los Hornos 2 Dormitorios. No PH,27.000,Llerena 3500,89,4,1
Venta dpto en Centro en planta baja de 2/3 dorm,85.000,9 de Julio 1900,93,5,1
Casa de 2 dormitorios cochera patio en  Recreo Sur,30.000,Heroes de Malvinas 3800,200,5,1
VENTA Casa Quinta a modernizar en Altos del Sauce,57.500,Calle Finlandia 1100,588,4,1
Venta Lote en Bº privado Solares del Paucke,Solicitar precio,Colectora Countrys S/N,,,
CASA EN SAN JOSE DEL RINCON,69.000,Santa Rosa 2900,569.22,4,2
Departamento1 dormitorio a 50 mts. de Boulevard,50.000,Urquiza 3400,45,2,1
VENTA CASA 3 DORMITORIOS-B. CANDIOTI -CON PISCINA,189.000,Dorrego 3000,222.3,4,2
CASA A LA VENTA EN BARRIO MARIA SELVA,115.000,Pedro de Vega 2100,164,4,1
Casa en Las Paltas,145.000,Las Dalias Entre Macluras y ñandubay 3900,134,4,3
Dpto de 4 dormitorios en venta en Santo Tomé,40.000,La Rioja 2000,130,6,1
Dpto en venta de 1 dormitorio en pozo B°SgtoCabral,39.000,Alberdi 6100,55,3,1
Venta Departamento 2 dom en Torre 2 - Bv. CENTER,185.000,San Martín 3600,80,3,2
Casa en venta en Recreo Sur,38.000,Los Pinos 500,100,4,1
VENTA DE TERRENO EN JORGE NEWBERY,39.000,Margaritas 4000,,,
SE VENDE COCHERA TORRE I EDIFICIO BOULEVARD CENTER,20.000,San Martín 3600,15.5,2,1
Se venden 5 Hectáreas en Acceso a Autopista,Solicitar precio,Autopista Rosario S/N,,,
DPTO. EN VENTA - BARRIO SUR,Solicitar precio,Avenida Juan José Paso 2900,75,4,1
REMAX VENDE CASA,90.000,Avenida Ángel V. Peñaloza 6700,257,3,1
Venta Casa Rincón a 1 cuadra de la Plaza,71.000,Maciel 1400,170,5,1
VENTA TERRENO 800m2 EN JARDINES DE LA COSTA,27.000,Calle Las Torcazas S/N,,,
VENTA LOTE LOS DOMINGOS FRENTE CENTRO COMERCIAL,26.500,Los Domingos Barrio Abierto S/N,,,
"Venta Terreno - Vista al Rio, Adelina Este",21.000,Remedios de Escalada de San Martín 3500,,,
VENTA Piso sobre costanera,180.000,Avenida Almirante Brown 6700,140,4,2
Lote en esquita  vta a 100mt de ruta 11-,Solicitar precio,Juan de Garay S/N,,,
Casa con detalles a terminar,52.000,Monteagudo 4400,208,4,1
SE VENDE DEPARTAMENTO DUPLEX DE 1 DORMITORIO,62.000,Pasaje Barros 3300,58,2,1
OPORTUNIDAD INVERSIÓN PARA RENTA,60.000,Vera Mujica 500,204,5,4
Lote Altos del Sauce 250m2 Pasaje Turquia,25.000,Pasaje Turquia Lote Nro 83 S/N,134,4,2
Lote Altos del Sauce 250m2 una cuadra de la ruta,25.000,Pasaje Rusia Lote Nro 72 S/N,134,4,2
CASA ARROYO LEYES FRENTE AL RIO,95.000,Los Saucos 2200,1260,3,1
"Casa 3 dormitorios, cochera y patio. Ciudadela",71.000,Pasaje Marsengo 5200,157,7,1
VENTA CASA CLUB DE CAMPO EL PASO,370.000,Club de Campo el Paso Calle los Robles Lote 466 400,335,8,4
Venta semipiso elegante 2 dormitorios,115.000,25 de Mayo 1700,93,3,2
CASA EN GUADALUPE 3 DORM. + DEPTO DE 2 DORM.,100.000,Alberti 600,220,8,2
DPTO DE 1 DORMITORIO Y BALCÓN EN EDIFICIO PARQUE,61.000,Salvador Caputto 3500,61.86,2,1
Semipiso de 2 dormitorios en venta en zona Centro,99.000,Gobernador Vera 3100,85,4,1
"Casa Las Delicias, 2 dorm. 5 ambientes, cochera",40.000,Pasaje Río Negro 3100,135,5,1
SE VENDE COCHERA EN URQUIZA 2861 EDIFICIO PILAY,18.000,Urquiza 2800,14,,
Casa Quinta en VENTA Altos del Sauce,139.000,Calle Francia 1300,1308,5,3
VENTA DEPARTAMENTOS EN BLOQUE BARRIO EL POZO,125.000,Manzana 16 0,222,15,8
GRAN TERRENO EN RECREO A 150 METRROS DE RUTA 11,14.000,Las Acacias S/N,,,
CASA 2 DORMITORIOS Y PATIO VERDE A MTS PARQUE FED.,69.000,Belgrano 4500,85,3,1
LOCAL COMERCIAL A 100 MTS DE PEATONAL,165.000,25 de Mayo 2300,107.91,,3
Dpto 1 dormi + amenities a 100m de peatonal,95.000,Hipólito Yrigoyen 2700,53.16,2,1
Dpto en Desarrollo entrega y financiación 1y3 dorm,95.000,Velez Sarsfield 3300,48.32,2,1
TERRENO CON PILETA SAUCE VIEJO,24.000,Mendoza 1500,,,
VENTA PREDIO - CANCHAS DE FUTBOL 10 HECTAREAS,Solicitar precio,Doctor Zavalla 10100,,,
Venta de terreno 437 m2,16.000,3 de Febrero 4700,,,
Dpto de 2 dormitorios a una cuadra de Aristóbulo,25.000,Los Cedros 2800,66.12,3,1
SE VENDE DEPTO 3 DORM + COCHERA EN SANTA FE,70.000,Pedro Centeno 2100,61,4,1
SE VENDE TERRENO EN SANTO TOME,17.000,Alfonsina Storni y Alberdi S/N,,,
Venta de Terreno Económico 300m² en Santo Tomé,6.500.000ARS,Calle 10 Loteo Costa Azul S/N,,,
Venta de Terreno Económico 600m² en Santo Tomé,12.000.000ARS,Calle 10 Loteo Costa Azul S/N,,,
Venta dpto Pilay adjudicado con Posesión,27.000,Urquiza 1000,50,2,1
"Quinta con SUM, vestuarios, quincho. Arroyo Leyes",125.000,Servidumbre de Paso los Cedros 0,136,4,2
Casa en Venta en Los Molinos,190.000,21 Manzana 50 0,320,7,2
Casa quinta en Recreo con financiación,40.000,Juan Pablo Primero 1600,480,2,1
"SE VENDE CASA 2 DORM, COCHERA Y PATIO EN SANTA FE",53.000,Javier de la Rosa 2200,195,3,2
Gran terreno en Ruta 1,30.000,Los Algarrobos 0,90,2,1
Gran terreno en Ruta 1,30.000,Los Algarrobos 0,90,2,1
VENTA DEPARTAMENTO 1 DORMITORIO B° CANDIOTI,52.000,República de Siria 3700,36,2,1
VENTA DPTO 2 DORM FOMENTO 9 DE JULIO,108.320.000ARS,Avenida Facundo Zuviría 4600,78,3,1
SOFIA IV VENTA OFICINA CÉNTRICA,110.000,La Rioja 2400,82,,1
SOFIA X Bv. Galvez 1471 - VENTA SEMIPISO 140 m2,350.000,Boulevard Gálvez 1400,140,3,2
Departamento a la venta zona centro 2 dorm,63.000,25 de Mayo 2800,49.24,3,1
"Venta de dpto de  1, dormitorio - Candiotti Sur",80.000,Sarmiento 2700,50,2,1
Venta de dptos  2  dormitorios - Candiotti Sur,185.000,Sarmiento 2700,100,3,2
Venta de dptos 3 dormit (PISO PLENO) - Candiotti,Solicitar precio,Sarmiento 2700,208,5,4
Venta Departamento de 2 dormitorios - Candioti Sur,185.000,Sarmiento 2700,100,3,2
Venta Departamento 1 dormitorio - Candioti Sur,80.000,Sarmiento 2700,50,2,1
Venta Piso Pleno - 3 dormitorios - Candioti Sur,Solicitar precio,Sarmiento 2700,208,5,4
Venta Casa de 4 dormitorios con piscina -Colastiné,195.000,Calle los Damascos 7200,1210,8,3
Dpto 1 Dormitorio en Guadalupe,61.000,Regimiento 12 de Infantería 200,45,2,1
VENTA CASA A REFACCIONAR EN ARISTOBULO DEL VALLE,170.000,Aristobulo del Valle 4200,183,5,2
Venta Hermosa Casa Santo Tomé cercana al puente,140.000,Arenales 1300,145,4,1
VENTA CASA MODERNA 3 DORM EN NEWBERY SAUCE VIEJO,158.000,Calle Las Azaleas 4200,239,6,2
SE VENDE GRAN TERRENO EN SANTO TOMÉ,25.000,Zavalla 2300,,,
Venta Casa de 4 dorm. patio y cochera a mts de Bv.,50.000,Centenera 4000,160,5,2
VENTA SEMIPISO  1 DORM SEMIAMOBLADO ENTRE BV SAUCE,77.000,Gobernador Vera 3200,60,2,1
VENTA CASA A REFORMAR A MTROS DE AV. LUJAN S. TOME,42.000,Derqui 2200,144.48,6,1
HERMOSA CASA A LA VENTA EN BARRIO SUR,240.000,Urquiza 1100,280,7,3
GRAN TERRENO DE 1600 M2 EN COMPLEJO RES. EL PASO,Solicitar precio,Autovia Santa Fe- Rosario S/N,,,
SE VENDE IMPORTANTE PROPIEDAD SOBRE AV. 7 de MARZO,Solicitar precio,Avenida 7 de Marzo 1400,567,4,2
Se Vende Terreno en Loteo el Carmen!,15.000,S/n S/N,,,
Se Vende Terreno en Loteo el Carmen!,15.000,S/n S/N,,,
DEPARTAMENTO 2 DORMITORIOS CON COCHERA,52.000,Lavalle 7100,53.5,4,1
VENTA CASA DE 3 DORMITORIOS EN ALTOS DEL VALLE,41.000,Las Acacias 10500,243,5,2
Hermosa Casa de 3 Dorm. Jardín y Patio Verde,133.000,Ricardo Aldao 3000,263,6,2
8.5 hectáreas en Arroyo Aguiar zona de quintas,150.000,Av. Corrientes S/N,,,
Venta de terreno 18x12 a metros de la UCSF,75.000,Patricio Cullen 7000,,,
Se vende campo en Arroyo Aguiar - San Pedro,Solicitar precio,Calle Desconocida  S/N,81,,
"CASA EN JARDINES DE LA COSTA ,ARROYO LEYES",118.000,Quebracho Colorado y Lasa Torcazas 0,800,7,3
Dpto de 1 Dorm. en construcción a 1 cuadra de Bv,95.000,Velez Sarsfield 3300,48.32,2,1
GRAN PROPIEDAD SOBRE AV. BLAS PARERA,140.000,Avenida Blas Parera 6000,408,,1
VENTA GRAN TERRENO EN LA CIUDAD,37.000,Juan Larrea 1900,,,
TERRENO EN VENTA - CLUB NAUTICO UBAJAY,36.500,Los Ceibos y los Pinos S/N,,,
VENTA SEMIPISO EN POZO 1 DORMIT. SOBRE AV. FREYRE,66.000,Avenida Gobernador Freyre 2700,50,2,1
Propiedad en VENTA 4 dorm y cochera Gaboto al 2500,88.000,Gaboto 2500,201,7,2
SE VENDE MONO AMBIENTE AMPLIO EN CANDIOTI SUR,57.000,Ituzaingó 1800,38,1,1
VENTA CASA A REFACCIONAR A 200 MTS DE GRAL PAZ,39.000,Javier de la Rosa 1300,133,3,1
DEPTO PREMIUM 1 DORM CON GRAN BALCÓN,100.000,Juan de Garay 2400,91.89,4,1
CASA A REFACCIONAR CON GRAN TERRENO PARQUE FEDERAL,125.000,Belgrano 4400,353,6,1
GRAN TERRENO CERCANO A PARQUE FEDERAL,125.000,Belgrano 4400,353,6,1
"VENTA CASA CON AMPLIO TERRENO, PILETA Y GALPÓN",88.000,Maciel 1800,1896,7,2
Venta Salón Comercial + 3 Deptos - Av. Blas Parera,240.000,Misiones 6000,859,,
"Casa 2 dormitorios, cocheras, patio, zona norte",30.000,Florencio Fernández 5900,200,5,2
CASA APTA CREDITO HIPOTECARIO ZONA NORTE !,65.000,Beruti 5400,167,4,1
SE VENDE COCHERA CENTRICA EVA PERON Y RIVADAVIA,6.300,Eva Peron 2400,12.53,,
1 dormitorio en construcción Torre Julia,159.000,9 de Julio 2600,66.54,2,1
Casa mas terreno ideal para inversión,39.000,3 de Febrero 1600,948,5,1
VENTA CASA 2 DORM C/COCHERA SOBRE AV. 7 DE MARZO,58.000,7 de Marzo 1900,185,4,1
Venta terreno en Colastiné Norte con mejoras,35.000,Los Cardenales 6800,,,
Terreno en Praderas 3 en Venta - 400 m2,22.000,Praderas 3 S/N,,,
VENTA CASA 2 DORM A MEDIA CUADRA DE AV BLAS PARERA,35.000,Mendez 5600,146,4,1
VENTA DPTO 2 DORMITORIOS 100% FINANCIAD0,Solicitar precio,San Jerónimo 3400,65,3,1
Se vende Departamento 2 dormitorios Celestino XVI,110.000,4 de Enero 2700,70,3,1
VENTA SEMIPISO DOS DORMITORIOS EN TORRE LYON,125.000,Catamarca 3100,80,4,2
Casa moderna en Praderas. 3 Dormitorios y pileta.,Solicitar precio,Caracas 3000,435,4,2
CAM100 DPTO PREMIUM 1 DORM CON INCREIBLES VISTAS,149.000,Alvear 2600,54,2,1
"Casa IMPECABLE en venta 2 dormis, patio y cochera",110.000,Calle Hipólito Irigoyen 2800,114,5,1
Depto de categoría en venta de 2 dormis y 2 baños,160.000,25 de Mayo 2300,85,4,2
Se Vende Casa+Salon Comercial a mt de A.del Valle,Solicitar precio,Manuel Alberti 2200,328,4,5
SE VENDE EXCELENTE PROPIEDAD CENTRICA,110.000,Avenida del Trabajo 1700,214.83,6,3
PLANTA ALTA 2 Dorm.  |  Barrio Roma,60.000,San José 2600,63.85,3,1
Plan Pilay  Adjudicado 2 dormitorios  zona centro,Solicitar precio,Urquiza 2800,73,3,1
Dpto amplio 2 dormitorios a la venta,65.000,Mendoza 3600,90,3,1
REMAX VENDE CASA CON GALPON B.LOS HORNOS,75.000,Ruperto Godoy 3200,318,4,1
VENTA DPTO PILAY 2 DORM. ADJUD/ ENTREGA FINES 2025,67.000,Belgrano 4700,73,4,1
CASA DE 3 DORMITORIOS COCHERA Y PATIO EN VENTA,79.000,Estanislao Zeballos 2900,117,6,2
Planta alta en venta de 3 dormitorios y 2 baños,95.000,Uruguay 2700,101,5,2
VENTA PILAY DE 2 DORMITORIOS  A ESTRENAR,Solicitar precio,Entre Bv 0,75,3,1
PROPIEDAD UBICADA EN AV. FACUNDO ZUVIRIA 7200,65.000,Facundo Zuviria 7200,170,4,3
Se vende casa con patio y garaje en Bª Fomento,152.000,Juan del Campillo 2400,90,5,1
"Casa PH Interna, Barrio Sur, 3 Dormitorios",72.000,Francia 1300,108.56,5,2
Se vende Departamento de 2/3 dormitorios y cochera,25.000,Regis Martínez 3800,94,4,1
Se vende casa en Altos del Valle,70.000,Los Pinos 2700,395,5,1
Dpto de 1 dormitorio en planta baja en venta,50.000,Uruguay 2700,58,3,1
VENTA LOTE TERRENO COUNTRY LOS MOLINOS,37.000,"Manzana 6, Lote 31 y 32 Country los Molinos S/N",,,
Casa/consultorio 3 habitaciones y cochera en venta,100.000,9 de Julio 1200,118,5,1
SE VENDE GRAN FONDO DE COMERCIO SEX SHOP,180.000,25 de Mayo 2200,160,,2
VENTA CASA EN ARROYO LEYES KM.13,105.000,Los Ciruelos 2600,165,4,1
VENTA DEPARTAMENTO PLAN PILAY  DOS DORMITORIOS,65.000,Entre Boulevares 0,73,3,1
"Venta Gran Casa de 4 dormitorios, patio y pileta",195.000,Urquiza 3900,259,10,2
Venta Lote Colastiné Norte Zona UPCN,30.000,"Las Magnolias, Colastiné Norte, S/N",,,
Venta amplio lote en Colastiné Norte,35.000,"Las Dalias, Colastine Norte, S/N",,,
VENTA DEPARTAMENTO 1 DORMITORIO Z/PARQUE FEDERAL.,50.000,Pedro Zenteno 2300,37,2,1
CASA DE4 DORMITORIOS A METROS DE AVENIDA,65.000,Artigas 3600,122,6,1
Casa excelente ubicación,78.000,Belgrano 1700,148,3,2
Dpto 2 dorm. con gran terraza propia. Zona Centro,160.000,Rivadavia 2700,163,1,2
Dpto de 1 dorm. Ideal Inversion. Zona Centro,100.000,Rivadavia 2700,49,1,1
Depto de 2 dorm. en desarrollo -  Excelente zona.,121.800,San Lorenzo 2700,66,3,1
Venta Cochera en desarrollo Excelente zona,12.000,San Lorenzo 2700,18,3,1
Dpto de 1 dorm. Ideal Inversion. Zona Centro,95.000,Rivadavia 2700,49,1,1
Venta Monoambiente en pleno Centro,54.000,1° de Mayo 1800,32,1,1
Se vende terreno en sauce viejo B° Tembe i Pora,70.000,12 S/N,,,
Casa en venta en Santo Tome - Céntrica,Solicitar precio,Juan de Garay 1100,195,4,1
VENTA INTERNO 2 DORMITORIOS,40.000,Entre Rios 3600,57,3,1
"Se vende casa 3 dormitorios, cochera y patio.",190.000,Santiago del Estero 3500,239,6,2
Venta - dpto 2D - OPORTUNIDAD a mts de Blas Parera,16.000,Avenida Blas Parera 7300,45,4,1
"VENTA CASA 2 DORM., COCHERA Y PATIO EN LAG. PAIVA",99.000,Maipú 2300,305.07,6,1
VENTA DPTO 2 DORM. c/ COCHERA,275.000,Bv. Pellegrini 2700,90,4,2
AMPLIO INTERNO EN PLANTA ALTA - CENTRO DE SANTA FE,80.000,San Luis 2700,184,7,2
DEPARTAMENTO EN BOULEVARD PELLEGRINI,85.000,Boulevard Pellegrini 2900,76,3,1
TERRENO EN NUEVOS AIRES BARRIO 6,65.000,Autopista Rosario - Santa Fe S/N,,,
CASA CUATRO DORMITORIOS  CON GRAN PATIO VERDE,Solicitar precio,Padre Mazzari 5500,180,5,2
LOCAL COMERCIAL PUERTO SANTA FE AMARRAS CENTER II,Solicitar precio,Puerto Santa Fe 0,500,,
TERRENO EN LOS DOMINGOS - ETAPA 1,28.000,Los Domingos S/N,,,
"CASA 3 DORM, COCHERA , PLENO CENTRO Y CON PILETA",180.000,Derqui 2100,380,3,3
DEPTO DE 1 DORMITORIO A UNA CUADRA DE BV. GÁLVEZ,95.000,Velez Sarsfield 3300,48.32,2,1
Local comercial y casa sobre Av. Freyre 2500,240.000,Avenida Freyre 2500,495,,3
VENTA TORRE SAKURA-EN POZO S/BOULEVARD DPTO 1 DORM,110.300,Boulevard Pellegrini 2800,47,2,1
VENTA TORRE SAKURA-EN POZO S/BOULEVARD DPTO 1 DORM,107.200,Boulevard Pellegrini 2800,47,2,1
VENTA COCHERA EN TORRE SAKURA SOBRE BOULEVARD,27.000,Boulevard Pellegrini 2800,12,,
