Nombre,Precio USD,Dirección,M2 Totales,Ambientes,Baños
VENTA DE COCHERA EN TORRE SAKURA SOBRE BOULEVARD,26.000,Boulevard Pellegrini 2800,12,,
VENTA LOCAL COMERCIAL SOBRE BOULEVARD-TORRE SAKURA,302.800,Boulevard Pellegrini 2800,109,,
Se vende casa Tembe i Pora Sauce Viejo,Solicitar precio,Calle 27 0,300,3,2
VENTA GRAN GALPÓN! 760 m2 cub. y 860 m2 de terreno,450.000,Las Heras 4600,760,,1
VENTA TORRE SAKURA- EN POZO-SOBRE BOULEVARD 2 DORM,255.100,Boulevard Pellegrini 2800,81.34,3,2
VENTA - DEPARTAMENTO 1 AMBIENTE CON BALCON,64.515,Rivadavia 2700,54,1,1
VENTA - DEPARTAMENTO 1 DORMITORIO,69.440,Rivadavia 2700,50.6,1,1
Cochera a la venta Pleno Centro Edif Sur 10,15.500,La Rioja 2400,12,,
VENTA - DEPARTAMENTO 1 DORMITORIO CON BALCON,79.500,Rivadavia 2700,54,1,1
"EN VENTA CASA COLONIA SAN JOSE, IMPORTANTE TERRENO",50.000,Francisco Ponzio 300,432,4,1
Venta Departamento 1 dormitorio  céntrico,60.000,Juan de Garay 3000,38.19,2,1
CASA QUINTA DE DOS DORMITORIOS Y PISCINA,80.000,España 1000,444,3,1
Casa Dúplex en B° Sgto. Cabral 2 dorm y cochera,73.000,Ruperto Godoy 2000,88.54,3,1
Lote en Lomas de San Jose,35.000,Ybirapitá y Bonsembiante 1900,,,
REMAX VENDE CASA DOS DORMITORIOS CON PATIO,43.000,Castelli 4400,120,3,1
VENTA SEMIPISO 107 m2 VISTA PUERTO 2 DORM. 2 BAÑOS,280.000,La Rioja 2400,107,3,2
PISO EXCLUSIVO DE 2 DORMITORIOS SOBRE AVENIDA,59.900,Avenida General Paz 7700,52,3,1
VENTA SEMIPISO de 1 DORM. EN POZO-ENTRE BOULEVARES,Solicitar precio,Avenida Gobernador Freyre 2700,61,2,1
SE VENDE HERMOSO TERRENO EN ARROYO LEYES,Solicitar precio,Las Perdices y Fresnos S/N,,,
VENTA CASA 3 DORMITORIOS BARRIO CHALET,48.000,San José 900,140,6,1
VENTA DE 2 LOTES CONTINUOS,18.000,Calle 18 y 45 S/N,,,
VENTA CASA INTERNA EN CAFFERATA ZONA NORTE,19.000,Cafferata 8300,200,4,1
VENTA CASA 2 DORMITORIOS Y OFICINA SANTA FE,75.000,4 de Enero 5600,133,8,2
SE VENDE CASA EN VILLA CALIFORNIA,110.000,Calle Las Estrellas 3000,170,4,3
SE VENDE CASA DE 3 DORMITORIOS Y COCHERA EN STA FE,39.000,11 de Marzo 5400,98,5,1
Venta Sauce Viejo -2 monoambientes y 1departamento,17.000,Independencia 4200,300,4,3
"Venta casa 2 dormitorios, cochera y patio.",80.000,Callejón Aguirre 1900,200,4,2
Venta Depto de un dorm. restaurado con balcón,62.000,Salvador Caputto 3200,40.45,2,1
Venta casa en barrio Sur residencial,125.000,4 de Enero 1700,137,4,2
Junín 2637 - dpto. 2 dormitorios,235.000,Junín 2600,98.46,2,2
Junín 2637 depto. en construcción,113.000,Junín 2600,50.41,2,1
CASA A REMODELAR APTA PARA CREDITO,45.000,Espora 3100,146,4,1
CASA + DPTO +LOCAL,57.000,San Martín 2200,204,4,2
VENTA SEMIPISO 107 m2 VISTA PUERTO 2 DORM. 2 BAÑOS,280.000,La Rioja 2400,107,3,2
"Departamento de 1 dormitorio, en construcción",97.000,Urquiza 2600,47.69,2,1
"Casa en venta, 2 dormitorios. EXTENSO PATIO",67.000,Balcarce 2300,330,5,1
CASA 4 DORMITORIOS A METROS DE LA COSTANERA,175.000,Tacuari 5800,187,6,1
Piso de Categoría en el Barrio Sur,Solicitar precio,San Jerónimo 1200,205.68,7,2
CASA PLANTA ALTA - SANTO TOME!!!!!!!!,59.000,Buenos Aires 1800,174.96,4,1
VENTA DPTO. 1 DORM. CÉNTRICO | SUR 10 Torre Adagio,118.000,La Rioja 2400,51,2,1
"VENTA CASA 3 DORM. Y COCHERA, A MTS. DE ARISTOBULO",78.000,Rivadavia 7500,247,5,1
Venta Terreno a metros de Aristóbulo del Valle,21.000,Pasaje Público 10400,,,
Dpto. de 2 dorm. y cochera en B° Constituyentes,155.000,Obispo Gelabert 2900,95,3,2
Venta Terrenos en Blas Parera y Chaco,8.000,Chaco 6000,,,
Venta Terrenos en Blas Parera y Chaco,8.000,Chaco 6000,,,
VENTA TERRENOS EN BLAS PARERA Y CHACO,8.000,Chaco 6000,,,
PISOS DE 3 DORMITORIOS Y COCHERA - VENTA,350.000,Francia 2400,145,4,3
Terreno al Norte de la ciudad de gran Dimensión,40.200,Alberdi 7500,,,
QUINTA EN VENTA¡¡¡ OPORTUNIDAD¡¡¡¡,55.000,Los Pomelos 0,45,2,1
CASA EN ARROYO AGUIAR. IDEAL QUINTA¡¡¡,Solicitar precio,Corrientes 0,146,4,1
"Casa, 8 ambientes, 5 dormitorios, pileta, Sto Tomé",110.000,Mitre 2400,248,8,3
Casa Colastine Norte,Solicitar precio,Calle Guinuanes 5000,630,6,1
EL PASO VENTA TERRENO 30 x 30 metros - 900 m2,150.000,Club de Campo el Paso Lote 532 - Zona de Country S/N,,,
Venta Terreno en Monte Vera,Solicitar precio,Monte Vera Paraje la Costa S/N,,,
"EN VENTA DPTO, 2 DOR. Plan PILAY Adjudicado",35.000,Monseñor Zaspe 3200,78,4,1
En Venta Departamento céntrico de dos dormitorios,135.000,Juan de Garay 2500,192,4,2
VENTA DPTO. 2 DORM. C/AMENITIES - BARRIO CANDIOTI,160.000,Balcarce 900,66.5,3,1
VENTA -PH DUPLEX -3 DORMITORIOS,80.000,Dr. Zavalla 1400,83,5,2
VENTA DPTO. 2 DORMITORIOS A ESTRENAR - ZONA SUR,85.000,Uruguay 3100,73,3,1
TERRENO EN VENTA,25.000,Calle 32 0,,,
VENTA DEPARTAMENTO 2 DOR. A MTS DE FACUNDO ZUVIRIA,55.000,Lavaisse 3100,77,3,1
VENTA AMPLIO DEPARTAMENTO 1 DORMITORIO,45.000,Lavaisse 3100,57,2,1
VENTA DEPARTAMENTO 90m2 - A MTS DE FACUNDO ZUVIRÍA,65.000,Lavaisse 3100,90,3,1
SEMIPISO EN CANDIOTI - 1 DORMITORIO,105.200,Necochea 3900,56.4,3,1
PISO EN CANDIOTI - 2 DORMI ( 1 EN SUITE),185.800,Necochea 3900,86.5,3,2
VENTA COCHERA EN DESARROLLO - BARRIO CANDIOTI,18.600,Necochea 3900,12.5,,
VENTA CASA INTERNA A TRES CUADRAS DE BOULEVARD,180.000,Chacabuco 1900,263,10,4
CASA DE DOS DORMITORIOS,Solicitar precio,J Diaz de Solis 5800,72,3,1
VENTA LOTE EN SAUCE VIEJO,15.000,Calle 6 S/N,,,
Venta Depto PB REFACCIONADO A NUEVA B° CENTRO-SUR,82.000,Moreno 2900,78.68,3,2
Se vende casa de 2 dormitorios y amplio garaje,180.000,Regis Martínez 3000,233,5,2
Lote en Santo Tome,12.000,Roverano 3700,,,
SE VENDE TERRENO A METROS DE RUTA 11,22.000,Maipú S/N,,,
SE VENDE TERRENO A METROS DE RUTA 11.,24.000,Maipú S/N,,,
SE VENDE TERRENO EN SANTO TOME A 100 M DE RUTA 11,23.000,Ruta Nacional 11 S/N,,,
SE VENDE TERRENO A METROS DE RUTA 11,18.000,Ruta Nacional 11 S/N,,,
CASA CON DEPARTAMENTO INTERNO Y LOCAL COMERCIAL,Solicitar precio,Sarmiento 2600,267.34,8,2
DOS LOCALES EN RECREO SUR,105.000,Ruta 11 y Blas Parera 0,158,,2
Venta dpto 2 dormitorios en POZO,115.500,Irigoyen Freyre 2200,63,3,1
CASA + GALPON + DPTO  a una cuadra de la ruta,60.000,"Calle 3, Entre 4 y 6 0",196,,3
Se vende terreno (ha) - Zona Industrial Ruta 19,Solicitar precio,Ruta 19 S/N,,,
Venta Dpto 2 dormitorios con balcón en Santo Tome,46.000,Gaboto 1400,70,3,1
"CASA 4 DORMIORIOS, EL POZO",50.000,Manzana 13 Vivienda 21  el Pozo 0,131,3,2
DEPTO EN VENTA  DE 1 DORM. TERRAZA A METROS DE BV.,55.000,San Martín 3700,56.49,2,1
DEPTO EN VENTA  DE 1 DORM. C/PATIO A METROS DE BV.,60.000,San Martín 3700,56.93,2,1
Venta Casa en B. Favaloro 3 dormitorios + local.-,32.000,Pje.s/n 3900,198,3,1
Casa en venta de 5 dormitorios en Barrio Sur,210.000,4 de Enero 1400,299,8,3
Venta Depto en planta baja con cochera B° Candioti,65.000,Necochea 2700,57,2,1
Excelente Lote Arroyo Leyes Av. de los Ceibos!!!,30.000,Lote 1 Manzana 4 S/N,,,
CASA - 1 DE MAYO 4590 - STO. TOME,52.000,1 de Mayo 4500,294.18,4,1
SE VENDE DEPTO 1 DORM ENTRE BV SANTA FE EN POZO,82.000,Rivadavia 2700,53,2,1
SE VENDE DEPTO 1 DORM ENTRE BV SANTA FE EN POZO,82.000,Rivadavia 2700,53,2,1
Casa en venta en Santo Tomé,45.000,Centenario 2500,216,4,2
CASA 3 DORM. PATIO Y COCHERA,Solicitar precio,Florencio Fernandez 5500,200,4,1
"VENTA, EXCELENTE PROPIEDAD HISTORICA 492M2 CONST..",265.000,25 de Mayo 1900,492,,
CASA CON 3 DORMITORIOS A 100 m de Av 7 Jefes!!,180.000,Antonia Godoy 4400,157,5,3
OPORTUNIDAD - CASA - ROQUE SAENZ PEÑA 1823,43.000,Roque Sáenz Peña 1800,154.2,4,1
VENTA DPTO 1 DORM A ESTRENAR PORTAL AVENIDA,Solicitar precio,Av Freyre 3100,48.8,2,1
"SE VENDE CASA 2 DORMITORIOS, COCHERA Y PATIO!",40.000,Córdoba 1500,71,3,1
Distinguida casa en Guadalupe gran parque,Solicitar precio,Echague 7600,311,6,3
Pavon 2689 Casa lista para entrar a vivir!!,45.000,Pavón 2600,111,3,1
Loteo las Acacias Arroyo Aguiar,16.500,Ruta Provincial 2 S/N,,,
Cochera en microcentro,Solicitar precio,San Jeronimo 2000,17,,
Venta Dpto de 1 dorm x ascensor.  Zona Céntrica,54.000,25 de Mayo 2800,52,2,1
CASA DE 4 DORM. CON PISCINA Y COCHERA EN GUADALUPE,215.000,Tacuari 8200,260,7,1
VENTA Terreno- Brisas del Luján (todo en cuotas),27.000,Mauri 3000,,,
SE VENDE GRAN GALPON EN SANTO TOME,300.000,Obispo Gelabert 1700,608,,3
SE VENDE GALPON EN SANTO TOME,200.000,Obispo Gelabert 1700,407,,2
Cochera Centrica Uso Particular/Inversion,11.700,25 de Mayo 2900,12.5,,
Cochera Doble con Entrada Exclusiva,30.000,Mitre 3600,30,,
Se vende Local Comercial + Deposito + Galpón,179.000,Alberdi 2600,380,,3
CASA PATIO Y DPTO ATRAS INDEPENDIENTE,27.000,Diagonal Cervera 6700,230,4,2
VENTA: DEPTO INTERNO EN EL CENTRO,75.000,Corrientes 2800,66.74,3,1
SE VENDE CASA BIEN UBICADA EN SANTO TOME,75.000,Santiago del Estero 2100,208,4,1
SE VENDE CASA EN ZONA NORTE,39.000,Grandoli 9500,176,4,1
Venta depto de 2 dormitorios c/cochera- Santo Tome,65.000,Rivadavia 1700,81,3,1
Terrenos en Arroyo Leyes,60.000,Calle 17 S/N,,,
Se VENDE casa 3 dormitorios sobre Lopez y Planes,78.000,Avenida López y Planes 4300,179,4,1
VENTA COCHERA EN MICROCENTRO,10.000,San Jerónimo 1800,12.5,,
Venta propiedad con 2 viviendas + cochera y patios,89.000,Marcial Candioti 7200,422,7,2
"Lote 24, Manzana 4, Barrio La Isla, Nuevos Aires",71.875,"Lote 24, Manzana 4 , la Isla, Country Nuevos Aires S/N",,,
DEPTO EN DESARROLLO DE 1 DORMITORIO,53.500,Castelli 1400,42,2,1
Casa a restaurar con interno independiente,32.000,José María Zuviría 3900,123,3,1
VENTA GRAN SALON/GALPON IDEAL EMPRENDIMIENTOS,250.000,Diagonal Goyena 3200,366.9,,3
LOTE EN COUNTRY NUEVOS AIRES EN VENTA,Solicitar precio,Autopista Rosario - Santa Fe S/N,,,
VENTA CASA EN B° CENTRO-2 DORM+2 OFICINAS+COCHERA,140.000,Mendoza 3100,180.58,6,1
TERRENO EN BARRIO PRIVADO LAS ALMENAS,140.000,Colectora Countrys S/N,,,
VENTA CASA 2 DORMITORIOS LAGUNA PAIVA SANTA FE,54.000,Saavedra 1100,163,6,1
INTERNO 2 Dor.c/coch a refaccionar en B.Sto.Cabral,52.000,Regis Martinez 2055 - Barrio Sto Cabral 2000,88,3,1
Venta Departamento 2 Dorm - Portal Avenida -,199.405,Av. Freyre 3100,83,3,2
VENTA CASA 2 DORMITORIOS Y DPTO 1 DORMITORIO,110.000,Piedras 6400,180,4,3
VENTA DEPARTAMENTO 2 DORMITORIOS s/SAN MARTIN,65.000,San Martin 1800,81,3,1
DEPARTAMENTO PB CON 2 DORMITORIOS Y 3 PATIOS,126.000,San Jerónimo 1700,163,4,2
Se vende casa a pasos de plaza Constituyentes,190.000,Junín 3100,247,8,2
PLANTA ALTA EN RIVADAVIA 3100 -ZONA DE SANATORIOS,130.000,Pasaje Rivadavia 3100,136,4,2
CAM 100  VENTA DEPART. 2 DORM. PREMIUM C/AMENITIES,Solicitar precio,Alvear 2600,97,3,2
AMARRAS CENTER II PISO 18 - DEP. 2 DORM. C/COCHERA,Solicitar precio,Amarras Center 2 Puerto de Santa Fe - Sara Pinasco de Julierac 1700,81.5,3,2
VENTA COMPLEJO DE CABAÑAS,275.000,Boulevard los Pinos 0,280,6,2
EN VENTA DPTO 1 DORMITORIO EDIFICIO PORTOFINO,116.000,Calle 1º de Enero 1000,47,2,1
VENTA !! Casa PH,70.000,Martín Zapata 2700,95,3,1
Depto 1 dormitorio en venta ESTADO IMPECABLE,30.000,Monseñor Zazpe 3200,45,3,1
Cochera en Venta. Excelente ubicación,6.000,Rivadavia 3100,12,,
CASA EN VENTA A UNA CUADRADE AVENIDA PEÑALOZA,45.000,Regimiento 12 de Infanteria 3900,217,3,1
CASA EN SANTO TOME 4 AMBIENTES Y PATIO VERDE,49.500,Entre Ríos 3100,217,4,1
AMPLIO DPTO EN VENTA - 1 DORM / BARRIO MA. SELVA,72.100,Llerena 2300,48.5,3,1
"Lote Nuevos Aires Barrio 5 ""La Serena""",Solicitar precio,Autopista Rosario - Santa Fe S/N,,,
REMAX VENDE CASA 3 DORMITORIOS Y PATIO EN RECREO,45.000,Alfonsina Storni 1500,400,4,1
Casa Familiar En venta en Muy buena condiciones.,45.000,Alberti 3500,134,7,1
Se Vende Terreno en Barrio Santa Rita,18.000,La Pampa 5100,,,
VENTA DEPTO 2 DORM. EN B° CENTENARIO (GAS NATURAL),14.000,Carlos de la Peña 400,60,3,1
Departamento en VENTA 3 dormitorios pleno Centro,185.000,Juan de Garay 2500,140,7,2
Santo Tomé Excelente ubicación a metros del puente,155.000,Mitre 2200,229,4,2
casa en San Jose del Rincón,27.000,Luis Leon de los Santos y Seguí 0,132,3,1
VENTA TERRENO EN ARROYO LEYES,16.000,Las Palmeras 0,,,
QUINTA A ESTRENAR EN ARROYO LEYES - 3 DORMITORIOS,59.000,Las Palmeras 0,150,4,2
VENTA QUINTA EN ARROYO LEYES - 3 DORMITORIOS,69.000,Las Palmeras 0,220,5,1
Celestino VIII. Dpto de 2 dorm y 2 baños. Centro.,125.000,1º de Mayo 2000,80,4,2
VENTA LOCAL EN RIO ARRIBA WORK CENTER,69.000,Vighetti Esq Rosaura Schweizer 2200,39,,1
Venta de terreno. Monte Vera,42.000,Calle Desconocida  S/N,2.715,,
SE VENDE CASA A REFACCIONAR CON GRÁN TERRENO!!,110.000,Gaboto 2400,574.49,3,2
VENTA DPTO 3 DORM-PLANTA BAJA-FONAVI CENTENARIO,20.000,Fonavi Centenario Manz 0,65,4,1
Venta Departamento 1 Dorm - Torre Capri - CAM 107,Solicitar precio,Bv Pellegrini 3100,56,2,1
Venta Departamendo 2 Dormitorios CAM 100,Solicitar precio,Alvear 2600,98.3,3,2
VENTA LOTE ARROYO LEYES,18.000,Calle Mistol S/N,,,
Plan Pilay de un Dormitorio con cochera en VENTA,25.000,Entre Boulevares 0,55,2,1
Departamento dos dormitorios en venta a estrenar,88.000,4 de Enero 3700,75,3,1
""" RINCON DOS TERRENOS EN VENTA""MUY BUENA UBICACIÓN",33.000,Juan de Garay/e Ocampo Ubajay S/N,,,
Interno planta baja con Patio en Candioti.,65.000,Alberdi 4100,49.02,3,1
Venta PH en barrio Candioti Sur. Interno 2 dormit,80.000,Gobernador Candioti 2100,63,3,1
Venta de oficina en zona céntrica por ascensor,15.000,Primera Junta 2500,25,,
VENTA DE TERRENO  EN COLASTINE  PILETA Y QUINCHO,40.000,Calle Las Cina Cinas 0,450,,
Venta interno con cochera entre Boulevares,118.000,Saavedra 2400,132,4,1
Casa quinta con gran terreno y piscina Sauce Viejo,65.000,Sgto. Cabral y Glicinas 0,200,2,1
VENTA 1 dormitorio PALACIO PELLEGRINI GRAN VISTA,145.000,Boulevard Pellegrini 2400,53.6,2,1
Terreno 9 x 43m - Alberti a 400m d Av Fdo. Zuviría,26.000,Manuel Alberti 3500,,,
SE VENDE DEPARTAMENTO  DE 2 DORMITORIOS A ESTRENAR,Solicitar precio,4 de Enero 3700,55,3,1
SE ALQUILA LOCAL COMERCIAL - SANTO TOMÉ,33.500,Sarmiento 3400,169,,1
TACUARI 7870. Casa sobre gran terreno.,110.000,Tacuarí 7800,390,3,1
VENTA CASA 2 DORM Y GRAN PATIO - LA ESMERALDA,45.000,Las Heras 9400,292,4,1
DEPARTAMENTO 2 DORMITORIOS + COCHERA,85.000,Espora 800,72,3,1
Lote sobre el río (Arroyo Colorado),35.000,Calle Mirlos S/n S/N,,,
SE VENDE GALPÓN - E. ZEBALLOS,170.000,Dr. Estanislao Zeballos 4400,346,,1
Casa Moderna de 2 dormitorios y pileta en Arroyo L,93.000,Los Cítricos y Las Torcazas 0 0,285,3,2
Plan Pilay Avanzado de Dos Dormitorios en VENTA,45.000,Entre Boulevares. 0,75,3,1
Se vende oficina en zona centro-sur | Vista al río,66.000,Sara Faisal 1700,43,,1
"Venta casa en Santa Fe, Belgrano 7700",120.000,Belgrano 7700,203.49,6,1
"CASA CON IMPORTANTE TERRENO, FACUNDO ZUVIRIA",39.000,San Lorenzo 7400,500,4,1
Cochera en Venta en Zavalla 2833.,15.000,Doctor Zavalla 2800,15,,
Departamento de 1 dormitorio,64.000,Doctor Zavalla 2800,66,2,1
VENTA COCHERA EN TORRE SAKURA SOBRE BOULEVARD,27.000,Boulevard Pellegrini 2800,12,,
VENTA COCHERA EN TORRE SAKURA SOBRE BOULEVARD,23.100,Boulevard Pellegrini 2800,12,,
VENTA TORRE SAKURA-EN POZO-S/BOULEVARD-DPTO 1 DORM,97.700,Boulevard Pellegrini 2800,46.35,2,1
VENTA TORRE SAKURA-EN POZO-S/BOULEVARD-DPTO 1 DORM,102.700,Boulevard Pellegrini 2800,46.1,2,1
VENTA TORRE SAKURA-EN POZO-S/BOULEVARD-DPTO 2 DORM,218.700,Boulevard Pellegrini 2800,80.12,3,2
Loteo La Comarca 2 - Barrio Caima - lote 33,18.000,Pública 40 S/N,,,
SE VENDE TERRENO EN SANTO TOME,Solicitar precio,Arenales 1000,,,
Departamento un dormitorio. EXCELENTE UBICACION,62.000,1º de Mayo 1600,46,2,1
SE VENDE CASA SOBRE J. J. PASO 3800,35.000,J J Paso 3800,164,4,1
Venta Amplio Dpto. 2 Dorm + Cochera individual,85.000,Juan del Campillo 3100,100,4,1
RE/MAX VENDE CASA EN  SANTO TOMÉ CON PATIO.,48.000,Pasaje Rosario 1800,200,3,1
"VENTA LOTE N°6, 1000 M2, BARRIO PRIVADO LA RESERVA",90.000,Calle Desconocida  S/N,,,
VENTA DE TERRENO EN ARROYO LEYES,23.000,Calle 62 S/N,,,
Se vende terreno en Rincón,33.000,Los Aromitos S/N,,,
Se vende terreno en San Jose del Rincòn,33.000,Los Aromitos S/N,,,
SE VENDE CASA QUINTA EN ARROYO LEYES,57.000,40 y 13 0,600,4,2
VENTA EXCLUSIVO 3 DORMITORIOS PREMIUM CANDIOTI,Solicitar precio,Suipacha 2100,145,4,3
Venta Casa de 2 dorm. en Sauce Viejo con pileta,80.000,Los Aromos 2000,689,3,2
VENTA CASA A ESTRENAR CON PILETA EN SAUCE,37.500,Calle 16 3600,313,3,1
Lote 300m² Desarrollo El Carmen. Sauce Viejo,23.000,Ruta Nacional 11 Km 445 400,,,
VENTA DEPARTAMENTO 1 DORM. CANDIOTI SUR EN POZO,90.000,Necochea 2800,53,2,1
Lote 300m² Desarrollo El Carmen. Sauce Viejo,23.000,Ruta Nacional 11 Km 445 S/N,,,
Venta de Casa de Categoria - Santo Tome,Solicitar precio,Castelli 2700,298,4,3
"Lote sobre Av. Los Quinteros, Angel Gallardo",16.000,Avenida los Quinteros S/N,,,
VENTA casa de 4 dormitorios + dpto en el norte,45.000,Saavedra 8200,97,6,2
CASA EN VENTA CON QUINCHO Y PILETA EN SAUCE VIEJO,125.000,Ruta Nacional 11 y Gral. Ramirez 0,1240,3,2
Casa interna en macrocentro,85.000,4 de Enero 2400,142,4,2
DEPTO 2 DORM TERRAZA PROPIA Y COCHERA ZONA CENTRO,179.000,25 de Mayo 2300,135,6,2
Venta Monoambiente Céntrico,53.000,San Martín 1600,27.76,1,1
Casa en venta de 2 dormis y2 cocheras en Guadalupe,79.000,Hernandarias 500,171,5,2
Se vende Planta Baja de 2 dormitorio y cochera,50.000,Domingo Silva 3300,121,4,2
Venta lote c/dptos y habitac. 50 m  de Blas Parera,55.000,Estrada 5600,238,,1
Se vende propiedad a refaccionar en Santo Tomé,Solicitar precio,Entre Ríos 2300,106,3,1
Venta Imp. Edificio (local más dptos) zona Centro,Solicitar precio,Mendoza 2700,708,,
Venta Interno 1 Dormitorio Zona Norte,13.000,J. Doldán 5900,68,2,1
Venta de Galpón a 50 metros Av. Blas Parera,55.000,Estrada 5600,238,,1
Se vende casa con avance de Obra en B* Roma,Solicitar precio,Juan Díaz de Solís 3000,194,4,1
Complejo de cabañas en Altos del Sauce,340.000,Av. de Las Banderas 1100,806,4,2
CASA EN CONTRUCCION CON GRAN TERRENO,38.000,Calle los Curupies Esq Las Torcazas 0,80,3,1
Terreno de 892 m2 sobre Av. Richieri,40.000,Avenida Richieri 3800,895,4,1
Casa a demoler en 892 m2 de terreno sobre Richieri,40.000,Avenida Richieri 3800,895,4,1
Casa frente y acceso a Laguna Setubal (P. Norte),Solicitar precio,Riobamba 8600,1045,8,3
Se vende departamento interno  de dos D. - M Selva,52.000,Necochea 6600,53.64,4,1
DEPARTAMENTO DE UN DORMITORIO CENTRO SANTO TOME,48.000,Obispo Gelabert 1800,44.4,2,1
CASA CON LOCAL COMERCIAL. OPORTUNIDAD!!!,37.000,Juan José Paso 1100,351,4,1
SE VENDE CASA QUINTA DE 3 DORMITORIOS CON PILETA,95.000,Sauces y Violetas 0,151,4,2
VENTA DEPARTAMENTOS INTERNOS EN PLANTA BAJA Y ALTA,72.000,Guemes 4800,163,7,3
Venta Cochera Sembrando VIII,18.000,Rivadavia 3100,12.42,,
Venta Cochera Sembrando VIII,18.000,Rivadavia 3100,12.42,,
Venta Cochera Sembrando VIII,18.000,Rivadavia 3100,12.42,,
Venta Cochera Sembrando VIII,18.000,Rivadavia 3100,12.42,,
MITRE 2468 SANTO TOMÉ - SE VENDE CASA + DPTO,90.000,Mitre 2400,285,7,2
SE VENDE DEPARTAMENTO,50.000,J. de Dios Mena 1600,38,2,1
VENTA CASA 2 DORMITORIOS Y COCHERA SANTO TOME,58.000,Castelli 3500,200,3,1
"Lote con casa, calle principal B. Jorge Newbery",49.000,Av. de Las Banderas 1300,,,
Casa en Sauce Viejo,42.000,Glisinas 0,78,3,1
TERRENO EN JARDINES DE LA COSTA,43.000,Calle 18 S/N,,,
Venta de Galpón/Local de calidad a estrenar!!!,85.000,Estanislao Zeballos 2700,97,,1
CASA DE CATEGORIA EN RECREO A METROS DE R11 Y RP70,135.000,Pablo Vi 800,254,7,4
VENTA TERRENO SANTA FE,70.000,Derqui y Gdor. Freyre S/N,,,
Casa en planta alta con quincho en barrio Recoleta,125.000,9 de Julio 3400,101,5,1
Venta casa en Aires del Llano,410.000,Barrio 3 - Manzana 5 - Lote 10 3500,349,7,4
Casa en Santo Tomé en venta,59.000,López y Planes 3200,123.6,4,2
VENTA CASA QUINTA ARROYO LEYES,70.000,Boulevard Las Palmeras 0,83.23,3,1
CASA AL FRENTE,Solicitar precio,Milenio de Polonia 3600,127,4,1
VENTA ! Quinta Jardines de la Costa 800 mt terreno,90.000,Calle 15 0,148,3,1
Venta: Gran Lote en Villa California,35.000,Crepúsculo y Calle del Sol S/N,,,
Lote en Ángel Gallardo - San Miguel 2,17.000,Avenida los Quinteros S/N,,,
Terreno en Nuevos Aires,79.900,Autopista Rosario - Santa Fe S/N,,,
"Casa en esquina, de dos dorm, jardin y pileta.",48.000,25 de Mayo 1200,142,3,1
Casa en Santo Tome,25.000,Tomás Lubary 2700,70,3,1
"Casa en Villa California, km 5 1/2",125.000,Callejon Tranquilo 2700,195,5,2
SE VENDE DEPTO DE 2 DORM. EN B° CONSTITUYENTES!,125.000,Suipacha 3200,69.1,3,2
SE VENDE DPTO. DE 2 DORM. C/COCHERA EN BARRIO SUR!,165.000,Monseñor Zazpe 3200,91.73,3,2
Esquina estratégica sobre av Freyre!,85.000,Avenida Gobernador Freyre 1700,76.22,3,1
VENTA TERRENO 10X46 SANTO TOMÉ,58.000,Macia 3300,,,
VENTA CASA DE CATEGORIA - COLASTINÉ NORTE,Solicitar precio,Calle Mepenes S/n 0,500,8,4
VENTA COMPLEJO DE DUPLEX - COLASTINÉ NORTE,200.000,Mocoretaes 5800,355,6,2
VENTA DE TERRENOS EN NUEVOS AIRES - SANTO TOME B°5,82.225,Autopista Rosario - Santa Fe S/N,,,
Se vende casa de dos dormitorios en Santo Tomé,Solicitar precio,Solís 2500,172.39,3,1
Vendo Excelente Planta Alta!!!,85.000,Martín Zapata 2500,115.64,4,1
"Terreno, con una construcción, muy buena ubicación",26.000,Sarmiento 2600,,,
"TERRENO EN VENTA SOBRE RUTA 11, SANTO TOME",33.000,Avenida Primera Junta 4300,,,
Venta de 2 Casas con Local sobre Urquiza y Mendoza,160.000,Urquiza 2200,318,5,4
LOTE EN ADELINA OESTE SANTO TOME,16.000,13 de Diciembre 4700,,,
SE VENDE LOCAL IDEAL OFI/CONSULTORIO M. ZASPE 3300,45.000,Monseñor Zazpe 3300,39,,1
VENTA. Dpto. de un dormitorio en Amarras torre 3,115.000,Calle 1º de Enero 0,61.48,2,1
VENTA DPTO. de 2 DORMITORIOS a METROS DE BOULEVARD,Solicitar precio,Urquiza 3400,60,3,1
Venta de importante Casa en Barrio Candioti Norte,Solicitar precio,Luciano Molina 1900,260,8,4
Venta Cochera c/ Baulera  B° Centro,14.000,Saavedra 2000,20,,
VENTA PISO  4 DORMITORIOS PALACIO PELLEGRINI C/C,Solicitar precio,Boulevard Pellegrini 2400,250,7,3
Venta de casa 2 dormitorios con patio Seco.,48.000,Saavedra 6200,81,4,1
Terreno con salida a Autovía19 en Colonia San José,38.500,Ruta Nacional 19 S/N,,,
HERMOSA CASA/QUINTA EN ARROYO LEYES,75.000,Calle 44 Arroyo Leyes 0,125,4,2
GRAN TERRENO DE 976 M2 EN COLASTINE,65.000,Chanaes 300,,,
DUPLEX 2 DORMITORIOS,52.000,Alsina 4000,75,3,1
DUPLEX 2 DORMITORIOS,52.000,Alsina 4000,75,3,1
"GRAN TERRENO, PISCINA Y CASA/QUINCHO A REFACCIONAR",67.000,Calle 0,290,1,1
